reviewId,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Common,Crossover,Exotic,Factory Tuner,Hatchback,High-Performance,Hybrid,Luxury,Performance,Vehicle_Title_Partial
1220, on 05/02/17 17:18 PM (PDT),David ,2014 Mercedes-Benz E-Class Coupe E350 2dr Coupe (3.5L 6cyl 7A),Fast as my old muscle car," Back seats aren't for big adults, but great for average size.",5.0,Mercedes-Benz,E-Class,2015,gasoline,329.0,6,AUTOMATIC,AWD,2,Midsize,Coupe,28,20,617,55850,False,False,False,False,False,False,False,True,True,2015 Mercedes-Benz E-Class 2dr Coupe AWD (6cyl)
1221, on 09/08/16 06:53 AM (PDT),Robert ,2014 Mercedes-Benz E-Class Coupe E350 2dr Coupe (3.5L 6cyl 7A),My 2014 E350 Coupe," This is my first Mercedes and I couldn't be happier!  I purchased it CPO with 30K miles on it and it drives and looks like a brand new car.  My E350 coupe is white with tan leather interior, the 2014s have the refreshed look so it looks like the newer models.  The build and drive are simply exceptional.  This car still looks like a $65,000.00 dollar although I paid 1/2 the price.  I have owned it for about 2 months and I still smile every time I get behind the wheel, it corners very well and has really good pick-up but it's more of a grand touring car with a ton of luxury features.  If you are looking for a reliable, great looking and fun to drive coupe, the 2014 E350 should be on your short list....FYI; getting it 3 years old with about 30K miles on it will also save you about 50% off MSRP.  I loveeeeeee my E350 coupe and I love every aspect of this car, I have zero concerns.",5.0,Mercedes-Benz,E-Class,2015,gasoline,329.0,6,AUTOMATIC,AWD,2,Midsize,Coupe,28,20,617,55850,False,False,False,False,False,False,False,True,True,2015 Mercedes-Benz E-Class 2dr Coupe AWD (6cyl)
1222, on 07/27/17 14:22 PM (PDT),John S ,2014 Mercedes-Benz E-Class Convertible E350 2dr Convertible (3.5L 6cyl 7A),Regular Electronic Issues," Bought a 2014 e350 convertible with 11,000 miles on it.  It was a MB certified pre-owned car.  Fun to drive; problem was the drivers side window would not fully close.  After four trips to the dealership in 4 weeks, the window would not still not consistently close.  Hard to own a car you can't drive in the rain.  The dealership was great - they tried the specified MB repair four times but it would not hold.  The dealership took the car back with no hassle.  MB was not good (: I spent $1,500 on prepaid maintenance that they would not return.  Didn't matter that the car could not be used as a regular driver.  You should be ashamed MB.  My next convertible will be another BMW.",1.0,Mercedes-Benz,E-Class,2015,gasoline,402.0,8,AUTOMATIC,RWD,2,Midsize,Convertible,26,17,617,67750,False,False,False,False,False,True,False,True,False,2015 Mercedes-Benz E-Class 2dr Convertible RWD (8cyl)
1223, on 06/11/09 21:01 PM (PDT),David ,2009 Mitsubishi Eclipse Hatchback GT 2dr Hatchback (3.8L 6cyl 6M),About My Eclipse," Drives very well, especially if have driven a manual before. Gas mileage is good 20-21 mpg in the city so far, haven't taken it out on a long drive. If you know how to shift properly you'll get better gas mileage and also know how to down shift to extend life on your brakes. I also have a motorcycle and that has helped me drive a manual transmission better. If you're complaining about your gas mileage it's because you're probably not shifting at the right RPMs. It could have used a few more compartments to place items maybe behind the seats etc.; other then that a very good vehicle. I love my car!!!!!",5.0,Mitsubishi,Eclipse,2010,gasoline,265.0,6,AUTOMATIC,FWD,2,Compact,Hatchback,24,16,436,29089,False,False,False,False,True,False,False,False,True,2010 Mitsubishi Eclipse 2dr Hatchback FWD (6cyl)
1224, on 01/21/09 15:20 PM (PST),Nick ,2009 Mitsubishi Eclipse Hatchback GT 2dr Hatchback (3.8L 6cyl 6M),Good value," I haven't seen a better combination of performance, looks, and price than the 09 Eclipse GT.  It has more hp than the other cars in it's class, looks better (in my opinion), and in many cases is less expensive than other cars that less to offer.  ",4.375,Mitsubishi,Eclipse,2010,gasoline,265.0,6,AUTOMATIC,FWD,2,Compact,Hatchback,24,16,436,29089,False,False,False,False,True,False,False,False,True,2010 Mitsubishi Eclipse 2dr Hatchback FWD (6cyl)
1225, on 12/03/08 18:14 PM (PST),Kate ,2009 Mitsubishi Eclipse Hatchback GT 2dr Hatchback (3.8L 6cyl 6M),my 09 eclipse, I love the way the car drives. Its definately a quick car. ,4.375,Mitsubishi,Eclipse,2010,gasoline,265.0,6,AUTOMATIC,FWD,2,Compact,Hatchback,24,16,436,29089,False,False,False,False,True,False,False,False,True,2010 Mitsubishi Eclipse 2dr Hatchback FWD (6cyl)
1226, on 09/20/08 11:47 AM (PDT),ken ,2009 Mitsubishi Eclipse Hatchback GS 2dr Hatchback (2.4L 4cyl 5M),I love my car, Great car.  Handles like a much more expensive sports car with sporty styling.  Great acceleration for a 4 cylinder and truly a fun drive.  It is a 2 door hatchback that makes you excited to go anywhere.  I couldn't be happier with it.,5.0,Mitsubishi,Eclipse,2010,gasoline,162.0,4,AUTOMATIC,FWD,2,Compact,Hatchback,27,20,436,24699,False,False,False,False,True,False,False,False,False,2010 Mitsubishi Eclipse 2dr Hatchback FWD (4cyl)
1227, on 09/04/10 11:11 AM (PDT),jason ,2001 Mitsubishi Eclipse Hatchback GT 2dr Hatchback (3.0L 6cyl 5M),Fun to drive," I bought my 2001 Eclipse gt at the beginning of summer and ive loved it all.  it has a body kit, k and n cold air intake, stage 2 clutch custom paint tinted windows subs and an invadia exhaust system with bigger piping from the cat to the muffler.  I love driving the car around and it gets good gas mileage especially with the cold air.  Insurance on them is a little high but it is a sports car.  in the end if you plan on having some fun with the car and adding on some things its great and i say go for it.  ",3.625,Mitsubishi,Eclipse,2011,gasoline,265.0,6,AUTOMATIC,FWD,2,Compact,Hatchback,25,17,436,29089,False,False,False,False,True,False,False,False,True,2011 Mitsubishi Eclipse 2dr Hatchback FWD (6cyl)
1228, on 03/13/09 10:04 AM (PDT),KC ,2001 Mitsubishi Eclipse Hatchback GS 2dr Hatchback (2.4L 4cyl 5M),An ok car...," I have had quite a few problems with this car (most early on), mainly due to cheap parts. The headlights actually burned up the electrical wiring & had to be replaced & they're still terrible. The oil pump (bad part) caused severe engine damage. After a month of work, I had to get a new engine. The interior is the cheapest. It gets scratched up easily & snap on parts have all come off (& won't go back on). The hooks on the trunk for the back cover broke off. My windsheild wiper fluid doesnt work bc the clip that holds the tubing broke off from heat. Transmission is ab to go out w 112,000 miles. Sun roof went out long time ago. Been hit a bunch & the exterior is like a tank (except 4 low front end).",3.125,Mitsubishi,Eclipse,2011,gasoline,162.0,4,AUTOMATIC,FWD,2,Compact,Hatchback,28,20,436,24699,False,False,False,False,True,False,False,False,False,2011 Mitsubishi Eclipse 2dr Hatchback FWD (4cyl)
1229, on 02/25/09 13:06 PM (PST),Andy ,2001 Mitsubishi Eclipse Hatchback GS 2dr Hatchback (2.4L 4cyl 5M),Fun to drive if you like slow cars," Ever get behind the wheel of a 99 GTP?  No?  Okay then you don't know where I'm coming from.  This car is fun to drive yet unresponsive if you didn't break it in right.  Great car, I'd recommend it to anyone.  Reliability is top notch!",4.5,Mitsubishi,Eclipse,2011,gasoline,162.0,4,AUTOMATIC,FWD,2,Compact,Hatchback,28,20,436,24699,False,False,False,False,True,False,False,False,False,2011 Mitsubishi Eclipse 2dr Hatchback FWD (4cyl)
1230, on 08/11/08 08:34 AM (PDT),Cat ,2001 Mitsubishi Eclipse Hatchback GS 2dr Hatchback (2.4L 4cyl 5M),"Fun, But Needs A Little More"," I love my girl, but she just doesn't have as much ""Giddy-Up And GO"" (until about 45 mph)as I would prefer. I read some other reviews that said the rear spoiler and small back window make it impossible to back up. WRONG! The window is HUGE, and I've never had a problem backing out in almost 2 years. She HUGS curves, and it's easy to make the tires squeal if you pull the wheel a little to one way (XD), even in the automatic. Sportronic is a MUST! SO FUN! Gas mileage is decent. The car just like great stock, and really shines with a few simple tweaks (darker tinting makes a bigger difference than you think!!!)",4.625,Mitsubishi,Eclipse,2011,gasoline,162.0,4,AUTOMATIC,FWD,2,Compact,Hatchback,28,20,436,24699,False,False,False,False,True,False,False,False,False,2011 Mitsubishi Eclipse 2dr Hatchback FWD (4cyl)
1231, on 05/16/08 01:40 AM (PDT),Jason ,2001 Mitsubishi Eclipse Hatchback GT 2dr Hatchback (3.0L 6cyl 5M),2001 Eclipse GT," Bought this car when I joined the Air Force and it has been very reliable. I have driving across country three times and have never had a problem. The only down fall is that the car takes premium fuel only and it costs me 50 dollars to fill up. Was very easy to find performance parts for, and the car handles them very well.",4.75,Mitsubishi,Eclipse,2011,gasoline,265.0,6,AUTOMATIC,FWD,2,Compact,Hatchback,25,17,436,29089,False,False,False,False,True,False,False,False,True,2011 Mitsubishi Eclipse 2dr Hatchback FWD (6cyl)
1232, on 04/30/08 15:22 PM (PDT),Rick ,2001 Mitsubishi Eclipse Hatchback GS 2dr Hatchback (2.4L 4cyl 5M),Almost 7 years and going strong," We bought this car as a dealer demo in late 01 with about 5,000 miles on it.  We have really enjoyed every year we owned it. I'm over 6 feet tall and fit comfortably.  We now have about 85,000 and have no plans on getting rid of it.  We have not had any major problems- just regular maintenance.  The work done so far is:  at 80,000, we replaced the motor mounts and now it runs as smooth as it did when new.  At about 70,000, we replaced the radiator and some hoses.  We had to replace the brake pads a few times but that pretty much was it.  The A/C in the AZ 120 summers.  The auto trans is great.  Even in the AZ heat, the convertible top is still in great shape. The new Eagle tires are great.",4.375,Mitsubishi,Eclipse,2011,gasoline,162.0,4,AUTOMATIC,FWD,2,Compact,Hatchback,28,20,436,24699,False,False,False,False,True,False,False,False,False,2011 Mitsubishi Eclipse 2dr Hatchback FWD (4cyl)
1233, on 01/02/08 21:58 PM (PST),J ,2001 Mitsubishi Eclipse Hatchback GT 2dr Hatchback (3.0L 6cyl 5M),Good style and reliable ," Have had the car for going on 7 yrs and still love it. No real issues with the car (only the timing belts which were expensive). Brakes lasted 60K, still original clutch, leather still looks great (garage kept). Still performs great.  I have been very happy with this car. I have read some of the other reviews and have had none of the issues mentioned in the negative reviews. Only criticisms I can agree with is the small turn radius (though not as big deal as some make it) and the hatch channels water into the edges of the trunk space when it is raining (only if you open the hatch all the way though).  I have had every Eclipse except the newest body style and have been the happiest with this one.",5.0,Mitsubishi,Eclipse,2011,gasoline,265.0,6,AUTOMATIC,FWD,2,Compact,Hatchback,25,17,436,29089,False,False,False,False,True,False,False,False,True,2011 Mitsubishi Eclipse 2dr Hatchback FWD (6cyl)
1234, on 01/28/07 16:39 PM (PST),Chuck ,2001 Mitsubishi Eclipse Hatchback GT 2dr Hatchback (3.0L 6cyl 5M),Amazing Car That Has So Much To Offer!," I've owned this car for over two years now and it's given me nothing but fun, reliable, stylish transportation! I get around 25 mpg and the car has given me zero reliability problems. It receives many compliments and the driving experience is so sweet, that when you arrive to your destination you hate to park the car! It's just that fun to drive!",5.0,Mitsubishi,Eclipse,2011,gasoline,265.0,6,AUTOMATIC,FWD,2,Compact,Hatchback,25,17,436,29089,False,False,False,False,True,False,False,False,True,2011 Mitsubishi Eclipse 2dr Hatchback FWD (6cyl)
1235, on 04/28/16 21:21 PM (PDT),David ,2002 Mitsubishi Eclipse Hatchback GT 2dr Hatchback (3.0L 6cyl 5M),It's an Eclipse!," Good car and plenty around for parts, too. It is essentially a Dodge so repairs are not expensive. The V6 is zippy and solid. With regular maintenance, this car has never let me down.",4.0,Mitsubishi,Eclipse,2012,gasoline,265.0,6,AUTOMATIC,FWD,2,Compact,Hatchback,25,17,436,29089,False,False,False,False,True,False,False,False,True,2012 Mitsubishi Eclipse 2dr Hatchback FWD (6cyl)
1236, on 02/16/16 12:09 PM (PST),Zach ,2002 Mitsubishi Eclipse Hatchback GS 2dr Hatchback (2.4L 4cyl 5M),Great First Car, Pretty damn good true first car. This is the first car i bought on my own. My sisters boyfriend is actually the reason i got one. He owned a 2007 Eclipse manually v6. I wanted one right away after driving his for awhile. I liked the look of the 3g Eclipse though and i bought mine before going to college with around 110k miles. Wanted to impress the girls so to say with the car. Love the way the car looks and love that its manual. This is a great car to put aftermarket parts in and make that 4 banger run. Pros:Fun car to drive around in Great handling can pull turns going 85mph with breeze Very light carLooks greatFun car to put money intoCons:Interior is pretty cheap material AC is shot don't workCruise control is shot doesn't workBack seats uncomfortableOverall not a bad car if you can find one with low miles as these models tend to have a lot of problems when getting up there in miles. Car will run way better if you invest money into the car and its performance.,4.0,Mitsubishi,Eclipse,2012,gasoline,162.0,4,MANUAL,FWD,2,Compact,Hatchback,28,20,436,19499,False,False,False,False,True,False,False,False,False,2012 Mitsubishi Eclipse 2dr Hatchback FWD (4cyl)
1237, on 10/15/10 00:00 AM (PDT),Andrea ,2002 Mitsubishi Eclipse Hatchback GS 2dr Hatchback (2.4L 4cyl 5M),I hate this car!," I purchased this vehicle three years ago. I have one year left before it is is paid off. I have spent at least $10,000 in repairs. I have had to replace the following: clutch, transmission, busted head gasket, radiator, thermostat, clutch cable,stereo and speakers (not a system, just a standard radio),idle control valve, paint due to crappy factory clear coat and rims. The following remain broken on the vehicle: The clock and display system are busted the dashboard is cracked all over the place, the a/c does not work (it's gone out twice), the trunk opener is broken, the sunroof is broken and the cover is as well. The trunk won't stay open and the passenger seat adjuster is broken. ",1.75,Mitsubishi,Eclipse,2012,gasoline,162.0,4,MANUAL,FWD,2,Compact,Hatchback,28,20,436,19499,False,False,False,False,True,False,False,False,False,2012 Mitsubishi Eclipse 2dr Hatchback FWD (4cyl)
1238, on 09/25/02 00:00 AM (PDT),Jaime ,2002 Mitsubishi Eclipse Hatchback GS 2dr Hatchback (2.4L 4cyl 5M),Best Looks," The car that I bought is a light blue 
color. When I pass by a mall or a 
public place people always have to 
turn and look. The interior is great 
because it is very unique and also I 
have made a few ajustments, and I have 
made different mods to the engine 
also.",4.875,Mitsubishi,Eclipse,2012,gasoline,162.0,4,MANUAL,FWD,2,Compact,Hatchback,28,20,436,19499,False,False,False,False,True,False,False,False,False,2012 Mitsubishi Eclipse 2dr Hatchback FWD (4cyl)
1239, on 04/01/02 00:00 AM (PST),tommy ,2002 Mitsubishi Eclipse Hatchback GT 2dr Hatchback (3.0L 6cyl 5M),wimpy car, the previous model has more fun and power than this Eclipse. Totally boring,1.0,Mitsubishi,Eclipse,2012,gasoline,265.0,6,AUTOMATIC,FWD,2,Compact,Hatchback,25,17,436,29089,False,False,False,False,True,False,False,False,True,2012 Mitsubishi Eclipse 2dr Hatchback FWD (6cyl)
1240, on 03/27/02 00:00 AM (PST),Christian ,2002 Mitsubishi Eclipse Hatchback GT 2dr Hatchback (3.0L 6cyl 5M),NICE CAR!!!  but i like the 1999 model, It is so fun to drive i got the GT V6 engine w/ premium package but i really dont like the exterior design.i want the previous model (1999).The interior design is PERFECT!.,4.75,Mitsubishi,Eclipse,2012,gasoline,265.0,6,AUTOMATIC,FWD,2,Compact,Hatchback,25,17,436,29089,False,False,False,False,True,False,False,False,True,2012 Mitsubishi Eclipse 2dr Hatchback FWD (6cyl)
1241, on 06/27/18 11:50 AM (PDT),Emily ,2015 Mitsubishi Outlander Sport SUV SE 4dr SUV 4WD (2.0L 4cyl CVT),My best decision ever!," I’m a college commuter, and was looking for a crossover size vehicle since I like the extra room. I didn’t initally plan on looking at the Outlander Sport, but I am so glad that I did! My car drives 40 miles one way, 5 days a week, and I have not had a single problem with it. I live in the hilly region of western PA where we can see some harsh winter weather conditions, but this car (4WD) takes on snow and ice with no problem. I even recently took it on vacation, a 530 mile journey one way, and had no problems. The only drawback I would say about this car is the power. Like I said, I live in a hilly region and I have to step on the gas to keep the speed consistent.  Also, power can be lacking while getting up to speed merging onto highways. These are just small drawbacks, however, considering the reliability and mileage that you get. The road handling is great, and it is an overall fun car to drive. Not to mention, in the event something does need fixing, you can’t beat the Mitsubishi warranty. Don’t underestimate this car, I am so glad I made the decision to go with it!",5.0,Mitsubishi,Outlander Sport,2015,gasoline,148.0,4,AUTOMATIC,4WD,4,Compact,SUV,30,24,436,22195,False,True,False,False,False,False,False,False,False,2015 Mitsubishi Outlander Sport 4dr SUV 4WD (4cyl)
1242, on 02/04/16 08:10 AM (PST),Mike ,2015 Mitsubishi Outlander Sport SUV SE 4dr SUV 4WD (2.0L 4cyl CVT),"Thank GOD for the 10/100,000 warranty"," One of the biggest reasons I bought Mitsibishi was the 10 year, 100,000 mile warranty on the powertrain. Well I had to use it at the 17,500 mile mark. A new transmission had to be installed! Tech at the dealership said he has had several he has had to replace and Mitsibishi knows they have a problem. So why not a recall?  Will be looking to sell or trade come spring of 2018, mileage has fallen off since new tranny was installed, driver's side power window is acting funny. After 27 months of ownership and 18,500 miles on the SUV, I have come to the conculsion that the vehicle is under powered. It needs a 6 cylinder in it.   My time as a Mitsibishi owner is about up.",3.0,Mitsubishi,Outlander Sport,2015,gasoline,148.0,4,AUTOMATIC,4WD,4,Compact,SUV,30,24,436,22195,False,True,False,False,False,False,False,False,False,2015 Mitsubishi Outlander Sport 4dr SUV 4WD (4cyl)
1243, on 08/17/15 07:31 AM (PDT),Brett ,2015 Mitsubishi Outlander Sport SUV SE 4dr SUV 4WD (2.0L 4cyl CVT),Know how to use it," We picked up a 2015 outlander sport se 4wd. It is awesome. The backseat has more room for me at 6'2"" than our Jeep Grand Cherokee. People who think this vehicle has pokey acceleration were not taught how to use the CVT transmission properly. It's just like a snowmobile or automatic 4wheeler. It has a ""powerband"" in the 3-5000 rpm range. If you keep the Rpms in this range it's pretty dang snappy, even while moving at about 45. It has a great ride, it's quiet, it looks great, I don't know what more I can say. LED driving lights, fog lights, paddle shifters, auto climate control, touch screen stereo, backup camera, heated seats, adjustable headlights, I mean. What more can you ask for an suv that costs $21K?!? Oh yeah. 30mpgs and 4wheel drive! It's ridiculous. Knock it all you want, but I'll take a $300/month payment for a brand new suv all day. Try it with any other brand with those options. Good luck!",5.0,Mitsubishi,Outlander Sport,2015,gasoline,148.0,4,AUTOMATIC,4WD,4,Compact,SUV,30,24,436,22195,False,True,False,False,False,False,False,False,False,2015 Mitsubishi Outlander Sport 4dr SUV 4WD (4cyl)
1244, on 07/26/10 15:09 PM (PDT),Jim ,2010 Mitsubishi Endeavor SUV SE 4dr SUV AWD (3.8L 6cyl 4A),Happy So Far," We traded our 02 Explorer for the 2010 Endeavor. We drove a lot of SUV's (Nissan, Hyundai, Chevy, Ford, Dodge etc) and thought the build quality, ride, and performance were the best on the Endeavor - plus how can you beat the warranty. Started out to buy the Outlander but once my wife drove the Endeavor she was hooked. Also you feel really safe driving in it.",4.875,Mitsubishi,Endeavor,2010,gasoline,225.0,6,AUTOMATIC,FWD,4,Midsize,SUV,21,15,436,29999,False,True,False,False,False,False,False,False,False,2010 Mitsubishi Endeavor 4dr SUV FWD (6cyl)
1245, on 04/24/10 19:09 PM (PDT),Joe ,2010 Mitsubishi Endeavor SUV SE 4dr SUV AWD (3.8L 6cyl 4A),A special vehicle," The 2010 Endeavor is my second of the series.  My first a 2004 was given to my daughter when I purchased the new one.  I loved the first one, and have driven the 2010 about 4500 miles since buying it three months ago.  It has all wheel drive plus all of the bells and whistles.  I love the drive, the comfort and its many features, including the Bluetooth, back-up camera and navigation system.  Prior to purchasing my 2010, I drove and priced the Pilot, Highlander and Veracruz.  The Endeavor was clearly the best value and the most fun to drive. My hope is that Mitsubishi continues to produce the Endeavor. I have had two friends purchase Endeavors after riding in mine.  A special vehicle. ",5.0,Mitsubishi,Endeavor,2010,gasoline,225.0,6,AUTOMATIC,FWD,4,Midsize,SUV,21,15,436,29999,False,True,False,False,False,False,False,False,False,2010 Mitsubishi Endeavor 4dr SUV FWD (6cyl)
1246, on 11/04/09 06:07 AM (PST),Hank ,2010 Mitsubishi Endeavor SUV SE 4dr SUV AWD (3.8L 6cyl 4A),Navigation System for 2010, I am very disappointed in the Navigation System with the 2010 Endeavor which still has 2006 MAP DVD in a 2010 car. How can you call a car 2010 when you have 2006 parts in it? I phoned their head office in California asking when they will get an update but their reply was that they have not determined when the new map will be done. The dealer agreed to buy a new one once it gets in but no one can tell me when that will happen. You would need to decide whether to spend the extra money for 2006 Navigation System on your new 2010 Car.  Beside that 2010 Endeavor is a great car to drive.,4.25,Mitsubishi,Endeavor,2010,gasoline,225.0,6,AUTOMATIC,FWD,4,Midsize,SUV,21,15,436,29999,False,True,False,False,False,False,False,False,False,2010 Mitsubishi Endeavor 4dr SUV FWD (6cyl)
1247, on 02/11/10 05:53 AM (PST),T ,2010 Mitsubishi Galant Sedan ES 4dr Sedan (2.4L 4cyl 4A),A great inexpensive car, I do not agree with Edmunds review of this car.  The car is just as up to date as the newest Camrys or Accords and just as stylish.  It is very smooth and quiet and has adequate power for all driving situations.  ,4.875,Mitsubishi,Galant,2010,gasoline,160.0,4,AUTOMATIC,FWD,4,Midsize,Sedan,30,21,436,21599,True,False,False,False,False,False,False,False,False,2010 Mitsubishi Galant 4dr Sedan FWD (4cyl)
1248, on 07/13/17 06:25 AM (PDT),Mike ,2011 Mitsubishi Galant Sedan ES 4dr Sedan (2.4L 4cyl 4A),A great car for the money.," I had a 2000 Galant before this, that my Niece still drives, the 2.4 motor is a good compromise of power and economy at 168 hp, the mileage is so so for midsize averaging about 26. The interior is not as nice as a Honda or Toyota, but the car is as reliable. It has many features for the price, and the car handles really well. although the car can give a choppy ride on bumpy roads, and is not as comfortable, except for 5 passengers is the most comfortable for a midsize car and better interior rooms then its competitor. There price can be really low compared to Honda and Toyota used. The model was discontinued in 2012.",5.0,Mitsubishi,Galant,2011,gasoline,160.0,4,AUTOMATIC,FWD,4,Midsize,Sedan,30,21,436,21599,True,False,False,False,False,False,False,False,False,2011 Mitsubishi Galant 4dr Sedan FWD (4cyl)
1249, on 07/01/10 20:02 PM (PDT),jason ,2010 Mitsubishi Lancer Evolution Sedan GSR 4dr Sedan AWD (2.0L 4cyl Turbo 5M),Save your money or get an STi," Reliability has not been what you would expect in a car of this price range. Plagued with a few issues, now that could cost you an engine,",4.375,Mitsubishi,Lancer Evolution,2013,gasoline,291.0,4,AUTOMATED_MANUAL,AWD,4,Compact,Sedan,22,17,436,37895,False,False,False,True,False,False,False,False,True,2013 Mitsubishi Lancer Evolution 4dr Sedan AWD (4cyl)
1250, on 04/05/17 22:03 PM (PDT),Bill ,2014 Mitsubishi Mirage Hatchback DE 4dr Hatchback (1.2L 3cyl 5M),Buy this car!," I bought my 2014 Mirage in 2015 with 7200 miles and paid $9k for it.  It has performed flawlessly and is extremely comfortable.  Get rid of the Dunlop Enasave tires immediately and put on new tires for better handling.  I now have almost 26k on it and have had no problems.  Don't listen to ""professional"" car reporters- they expect a Mercedes in every vehicle.  The Mirage is a super vehicle at a super price with super mileage-I get over 50mpg on every tank!  If you don't buy this vehicle, you are missing!!!   4/18- I now have 37K miles on it-no mechanical problems, still getting 50 mpg or more per tank, performs flawlessly, seats are still as comfortable as when I purchased it and have taken it on many long roadtrips-very comfortable, excellent mpg and will buy another when my wife's car dies!  Buy this car!!!",5.0,Mitsubishi,i-MiEV,2014,electric,,0,DIRECT_DRIVE,RWD,4,Compact,Hatchback,99,126,436,22995,False,False,False,False,True,False,False,False,False,2014 Mitsubishi i-MiEV 4dr Hatchback RWD (0cyl)
1251, on 08/17/15 22:21 PM (PDT),Eric ,2014 Mitsubishi Mirage Hatchback DE 4dr Hatchback (1.2L 3cyl 5M),A modern take on the original VW beetle," I have owned this car for just over a year now, and have approximately 22,000 miles on it. This car is a great value as it gets unbelievable to MPGs and comes with an outstanding warranty. It is also cheaper to insure than its competitors. I have driven this car  in all types of conditions nclude up Vermont snow covered mountains (with studded snow tires), driven on muddy dirt roads, and have taken numerous long trips on the highway. All of which it does well. I don't know what the reviewers are talking about when they criticize this cars performance. It does well doing what it was designed to do. It is inexpensive, utilitarian, reliable transportation. Think a modern version of the original VW bug. Its inexpensive, fun, quirky, and doesn't resemble everything else on the road. Being said, the car is also fun to drive. I think it goes without saying that this car will not give you the driving experience of launching you back in your seat when you hit the gas. It does give you the type of fun driving experience that is associated with driving a lightweight car that you can whip around corners, and in my opinion the car has a very nice exhaust note while doing so. Many of the professional car reviewers over dramatize this cars ability on the highway. It has adequate acceleration, and does fine at higher speeds. If you are the type who needs a fancy vehicle and a $500 plus car payment to feel good about yourself, this car will not fit the bill. If you are looking to save money while enjoying a fun little car, give this one a try.",5.0,Mitsubishi,i-MiEV,2014,electric,,0,DIRECT_DRIVE,RWD,4,Compact,Hatchback,99,126,436,22995,False,False,False,False,True,False,False,False,False,2014 Mitsubishi i-MiEV 4dr Hatchback RWD (0cyl)
1252, on 07/29/15 12:39 PM (PDT),Michael ,2014 Mitsubishi Mirage Hatchback DE 4dr Hatchback (1.2L 3cyl 5M),"Great economy car, but should have recall issued."," Love this car, and it's decently quick with a 5 speed. It's light and flickable. Gets the job done, and there's aftermarket performace support.BUT, there's a huge problem that Mitsubishi should be making a recall for.The rear alignment is non-adjustable, and can't even be shimmed. The spindles are welded directly to the axle. So, if your rear toe or camber is out of spec (which 95% of these seem to be), they'll just say there's nothing they can do, and you'll watch your tires wear out unevenly and quickly. As this is clearly a manufacturer's defect, it should be addressed by Mitsubishi, and since it's affecting such a large number of cars, it should be made a recall. New rear axles with bolted-on spindles (not welded) should be manufactured and installed on every 2012- Mirage sold around the world with out-of-spec rear alignments.",3.0,Mitsubishi,i-MiEV,2014,electric,,0,DIRECT_DRIVE,RWD,4,Compact,Hatchback,99,126,436,22995,False,False,False,False,True,False,False,False,False,2014 Mitsubishi i-MiEV 4dr Hatchback RWD (0cyl)
1253, on 04/24/17 10:25 AM (PDT),sam ,2015 Mitsubishi Mirage Hatchback DE 4dr Hatchback (1.2L 3cyl 5M),Don't waste your money!," I bought the car in 2015 right off the lot. 37000 miles later there is a noise that we have recored multiple times, but they can't seem to figure it out. I have had my car less than 2 weeks in the past 6 weeks as they have had it.....they pretty much told me they cant do anything if it gets worse take it back in.......Was told if my care blows up just call roadside assistance.",1.0,Mitsubishi,Mirage,2015,gasoline,74.0,3,MANUAL,FWD,4,Compact,Hatchback,42,34,436,12995,False,False,False,False,True,False,False,False,False,2015 Mitsubishi Mirage 4dr Hatchback FWD (3cyl)
1254, on 03/10/16 18:19 PM (PST),Rich ,2015 Mitsubishi Mirage Hatchback DE 4dr Hatchback (1.2L 3cyl 5M),The best fuel efficient car around!," Just bought a '15 brand new with a 5 speed stick DE model for $9588.00 plus tax.  Unbelievable!  Huge sale brought me into the fold and the car doesn't disappoint.  The car is packed with standard feature and Is easy to drive.  Professional reviewers mention how the handling and performance are sub par but in reality the car is fine on the road.  Sure it could be tuned to be tighter but it is fine.  Maybe the '17 model will include a USA tuned suspension.  Acceleration with the 5 speed is fine and the car is totally geared towards fuel efficiency.  On the first tank of gas the car pegged 46.3 miles per gallon in mixed driving.  I find the car super easy to drive and it's very comfortable on the inside.  The dash design is good and materials are par for the class.  The seats and auto climate controls are far above class average.  If your going to drive a small car you hope to get above 40 mpg.  In the Mirage you actually get that high mpg at a low price in a good package.  The car is a great value and I'm glad I waited to get one.  I almost bought one in the fall for around $11,500 but I waited and lucked out.  Now that I own one I would say anywhere between 9500 and 11500 would be a fair price for the Mirage.  On the upper end ES model prices can get up there pretty high and I would question the value of those models seeing that they have all the same mechanics as the DE model.   The DE model come standard with power windows locks and mirrors.  It also has a/c and a good stereo.  Look for a bargain and get yourself a Mirage.",5.0,Mitsubishi,Mirage,2015,gasoline,74.0,3,MANUAL,FWD,4,Compact,Hatchback,42,34,436,12995,False,False,False,False,True,False,False,False,False,2015 Mitsubishi Mirage 4dr Hatchback FWD (3cyl)
