,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Common,Crossover,Exotic,Factory Tuner,Hatchback,High-Performance,Hybrid,Luxury,Performance,City Preference,Highway Preference,Vehicle_Title_Partial
5638,Audi,RS 5,2014,gasoline,450,8,AUTOMATED_MANUAL,AWD,2,Midsize,Coupe,23,16,3105,69600,False,False,False,True,False,True,False,True,False,False,True,2014 Audi RS 5 Coupe
5639,Audi,RS 5,2014,gasoline,450,8,AUTOMATED_MANUAL,AWD,2,Midsize,Convertible,22,16,3105,77900,False,False,False,True,False,True,False,True,False,False,True,2014 Audi RS 5 Convertible
5640,Audi,RS 5,2015,gasoline,450,8,AUTOMATED_MANUAL,AWD,2,Midsize,Convertible,22,16,3105,79200,False,False,False,True,False,True,False,True,False,False,True,2015 Audi RS 5 Convertible
5641,Audi,RS 5,2015,gasoline,450,8,AUTOMATED_MANUAL,AWD,2,Midsize,Coupe,23,16,3105,70900,False,False,False,True,False,True,False,True,False,False,True,2015 Audi RS 5 Coupe
5642,Audi,RS 7,2015,gasoline,560,8,AUTOMATIC,AWD,4,Large,Sedan,27,16,3105,106500,False,False,False,True,False,True,False,True,False,False,True,2015 Audi RS 7 Sedan
5643,Audi,RS 7,2016,gasoline,560,8,AUTOMATIC,AWD,4,Large,Sedan,25,15,3105,108900,False,False,False,True,False,True,False,True,False,False,True,2016 Audi RS 7 Sedan
5644,Audi,RS 7,2017,gasoline,560,8,AUTOMATIC,AWD,4,Large,Sedan,25,15,3105,110700,False,False,False,True,False,True,False,True,False,False,True,2017 Audi RS 7 Sedan
5645,Lexus,RX 350,2015,gasoline,270,6,AUTOMATIC,FWD,4,Midsize,SUV,25,18,454,40970,False,True,False,False,False,False,False,True,False,False,True,2015 Lexus RX 350 SUV
5649,Lexus,RX 350,2016,gasoline,295,6,AUTOMATIC,AWD,4,Midsize,SUV,26,19,454,49125,False,True,False,False,False,False,False,True,False,False,True,2016 Lexus RX 350 SUV
5652,Lexus,RX 350,2017,gasoline,295,6,AUTOMATIC,AWD,4,Midsize,SUV,26,19,454,50320,False,True,False,False,False,False,False,True,False,False,True,2017 Lexus RX 350 SUV
5656,Lexus,RX 450h,2015,gasoline,295,6,AUTOMATIC,FWD,4,Midsize,SUV,28,32,454,47620,False,True,False,False,False,False,True,True,False,True,False,2015 Lexus RX 450h SUV
5658,Lexus,RX 450h,2016,gasoline,308,6,AUTOMATIC,AWD,4,Midsize,SUV,28,30,454,57045,False,True,False,False,False,False,True,True,False,True,False,2016 Lexus RX 450h SUV
5661,Lexus,RX 450h,2017,gasoline,308,6,AUTOMATIC,AWD,4,Midsize,SUV,28,31,454,53035,False,True,False,False,False,False,True,True,False,True,False,2017 Lexus RX 450h SUV
5663,Mazda,RX-8,2010,gasoline,232,0,MANUAL,RWD,4,Compact,Coupe,22,16,586,32140,False,False,False,False,False,False,False,False,True,False,True,2010 Mazda RX-8 Coupe
5664,Mazda,RX-8,2010,gasoline,212,0,AUTOMATIC,RWD,4,Compact,Coupe,23,16,586,26645,False,False,False,False,False,False,False,False,True,False,True,2010 Mazda RX-8 Coupe
5668,Mazda,RX-8,2011,gasoline,212,0,AUTOMATIC,RWD,4,Compact,Coupe,23,16,586,32960,False,False,False,False,False,False,False,False,True,False,True,2011 Mazda RX-8 Coupe
5669,Mazda,RX-8,2011,gasoline,232,0,MANUAL,RWD,4,Compact,Coupe,22,16,586,32260,False,False,False,False,False,False,False,False,True,False,True,2011 Mazda RX-8 Coupe
5673,Mercedes-Benz,S-Class,2015,gasoline,449,8,AUTOMATIC,RWD,4,Large,Sedan,26,17,617,94400,False,False,False,False,False,True,False,True,False,False,True,2015 Mercedes-Benz S-Class Sedan
5676,Mercedes-Benz,S-Class,2015,gasoline,577,8,AUTOMATIC,AWD,2,Large,Coupe,23,15,617,160900,False,False,False,True,False,True,False,True,False,False,True,2015 Mercedes-Benz S-Class Coupe
5681,Mercedes-Benz,S-Class,2016,gasoline,621,12,AUTOMATIC,RWD,2,Large,Coupe,20,13,617,234050,False,False,False,True,False,True,False,True,False,False,True,2016 Mercedes-Benz S-Class Coupe
5683,Mercedes-Benz,S-Class,2016,gasoline,577,8,AUTOMATIC,AWD,4,Large,Sedan,23,15,617,143250,False,False,False,True,False,True,False,True,False,False,True,2016 Mercedes-Benz S-Class Sedan
5689,Mercedes-Benz,S-Class,2017,gasoline,577,8,AUTOMATIC,AWD,4,Large,Sedan,23,15,617,144700,False,False,False,True,False,True,False,True,False,False,True,2017 Mercedes-Benz S-Class Sedan
5691,Mercedes-Benz,S-Class,2017,gasoline,449,8,AUTOMATIC,RWD,2,Large,Convertible,25,17,617,131400,False,False,False,False,False,True,False,True,False,False,True,2017 Mercedes-Benz S-Class Convertible
5697,Audi,S3,2015,gasoline,292,4,AUTOMATED_MANUAL,AWD,4,Compact,Sedan,31,23,3105,41100,False,False,False,True,False,True,False,True,False,True,False,2015 Audi S3 Sedan
5699,Audi,S3,2016,gasoline,292,4,AUTOMATED_MANUAL,AWD,4,Compact,Sedan,31,23,3105,42500,False,False,False,True,False,True,False,True,False,True,False,2016 Audi S3 Sedan
5701,Audi,S3,2017,gasoline,292,4,AUTOMATED_MANUAL,AWD,4,Compact,Sedan,28,21,3105,48400,False,False,False,True,False,True,False,True,False,False,True,2017 Audi S3 Sedan
5703,Volvo,S40,2010,gasoline,227,5,MANUAL,AWD,4,Compact,Sedan,27,20,870,31350,False,False,False,False,False,False,False,True,False,False,True,2010 Volvo S40 Sedan
5706,Volvo,S40,2011,gasoline,227,5,AUTOMATIC,FWD,4,Compact,Sedan,30,21,870,27750,False,False,False,False,False,False,False,True,False,False,True,2011 Volvo S40 Sedan
5708,Audi,S4,2014,gasoline,333,6,AUTOMATED_MANUAL,AWD,4,Midsize,Sedan,28,18,3105,49500,False,False,False,True,False,True,False,True,False,False,True,2014 Audi S4 Sedan
5712,Audi,S4,2015,gasoline,333,6,MANUAL,AWD,4,Midsize,Sedan,26,17,3105,48400,False,False,False,True,False,True,False,True,False,False,True,2015 Audi S4 Sedan
5716,Audi,S4,2016,gasoline,333,6,AUTOMATED_MANUAL,AWD,4,Midsize,Sedan,28,18,3105,56100,False,False,False,True,False,True,False,True,False,False,True,2016 Audi S4 Sedan
5720,Audi,S5,2016,gasoline,333,6,AUTOMATED_MANUAL,AWD,2,Midsize,Convertible,26,18,3105,67350,False,False,False,True,False,False,False,True,True,False,True,2016 Audi S5 Convertible
5721,Audi,S5,2016,gasoline,333,6,MANUAL,AWD,2,Midsize,Coupe,26,17,3105,59350,False,False,False,True,False,True,False,True,False,False,True,2016 Audi S5 Coupe
5726,Audi,S5,2017,gasoline,333,6,MANUAL,AWD,2,Midsize,Coupe,26,17,3105,53100,False,False,False,True,False,True,False,True,False,False,True,2017 Audi S5 Coupe
5727,Audi,S5,2017,gasoline,333,6,AUTOMATED_MANUAL,AWD,2,Midsize,Convertible,26,18,3105,61100,False,False,False,True,False,False,False,True,True,False,True,2017 Audi S5 Convertible
5729,Volvo,S60 Cross Country,2017,gasoline,240,4,AUTOMATIC,AWD,4,Midsize,Sedan,30,22,870,44200,False,False,False,False,False,False,False,True,False,True,False,2017 Volvo S60 Cross Country Sedan
5730,Volvo,S60,2015,gasoline,250,5,AUTOMATIC,AWD,4,Midsize,Sedan,29,20,870,35450,False,False,False,False,False,False,False,True,True,False,True,2015 Volvo S60 Sedan
5738,Volvo,S60,2016,gasoline,240,4,AUTOMATIC,FWD,4,Midsize,Sedan,37,25,870,38900,False,False,False,False,False,False,False,True,True,True,False,2016 Volvo S60 Sedan
5754,Volvo,S60,2017,gasoline,240,4,AUTOMATIC,FWD,4,Midsize,Sedan,36,25,870,33950,False,False,False,False,False,False,False,True,False,True,False,2017 Volvo S60 Sedan
5758,Audi,S6,2015,gasoline,420,8,AUTOMATED_MANUAL,AWD,4,Midsize,Sedan,27,17,3105,75500,False,False,False,True,False,True,False,True,False,False,True,2015 Audi S6 Sedan
5759,Audi,S6,2016,gasoline,450,8,AUTOMATED_MANUAL,AWD,4,Midsize,Sedan,27,18,3105,70900,False,False,False,True,False,True,False,True,False,False,True,2016 Audi S6 Sedan
5761,Audi,S6,2017,gasoline,450,8,AUTOMATED_MANUAL,AWD,4,Midsize,Sedan,27,18,3105,74100,False,False,False,True,False,True,False,True,False,False,True,2017 Audi S6 Sedan
5763,Audi,S7,2015,gasoline,420,8,AUTOMATED_MANUAL,AWD,4,Large,Sedan,27,17,3105,82500,False,False,False,True,False,True,False,True,False,False,True,2015 Audi S7 Sedan
5764,Audi,S7,2016,gasoline,450,8,AUTOMATED_MANUAL,AWD,4,Large,Sedan,27,17,3105,82900,False,False,False,True,False,True,False,True,False,False,True,2016 Audi S7 Sedan
5765,Audi,S7,2017,gasoline,450,8,AUTOMATED_MANUAL,AWD,4,Large,Sedan,27,17,3105,82900,False,False,False,True,False,True,False,True,False,False,True,2017 Audi S7 Sedan
5767,Volvo,S80,2014,gasoline,240,6,AUTOMATIC,FWD,4,Midsize,Sedan,29,20,870,39900,False,False,False,False,False,False,False,True,False,False,True,2014 Volvo S80 Sedan
5769,Volvo,S80,2015,gasoline,300,6,AUTOMATIC,AWD,4,Midsize,Sedan,28,19,870,45100,False,False,False,False,False,False,False,True,True,False,True,2015 Volvo S80 Sedan
5773,Volvo,S80,2016,gasoline,240,4,AUTOMATIC,FWD,4,Midsize,Sedan,37,25,870,48375,False,False,False,False,False,False,False,True,False,True,False,2016 Volvo S80 Sedan
5775,Audi,S8,2015,gasoline,520,8,AUTOMATIC,AWD,4,Large,Sedan,27,17,3105,114900,False,False,False,True,False,True,False,True,False,False,True,2015 Audi S8 Sedan
5776,Audi,S8,2016,gasoline,520,8,AUTOMATIC,AWD,4,Large,Sedan,25,16,3105,114900,False,False,False,True,False,True,False,True,False,False,True,2016 Audi S8 Sedan
5778,Audi,S8,2017,gasoline,605,8,AUTOMATIC,AWD,4,Large,Sedan,24,15,3105,115900,False,False,False,True,False,True,False,True,False,False,True,2017 Audi S8 Sedan
5779,Volvo,S90,2017,gasoline,250,4,AUTOMATIC,FWD,4,Large,Sedan,34,23,870,46950,False,False,False,False,False,False,False,True,False,True,False,2017 Volvo S90 Sedan
5783,Hyundai,Santa Fe Sport,2015,gasoline,264,4,AUTOMATIC,AWD,4,Midsize,SUV,24,18,1439,33000,False,True,False,False,False,False,False,False,False,False,True,2015 Hyundai Santa Fe Sport SUV
5789,Hyundai,Santa Fe Sport,2016,gasoline,265,4,AUTOMATIC,AWD,4,Midsize,SUV,24,18,1439,33000,False,True,False,False,False,False,False,False,False,False,True,2016 Hyundai Santa Fe Sport SUV
5793,Hyundai,Santa Fe Sport,2017,gasoline,265,4,AUTOMATIC,AWD,4,Midsize,SUV,26,19,1439,33450,False,True,False,False,False,False,False,False,False,False,True,2017 Hyundai Santa Fe Sport SUV
5799,Hyundai,Santa Fe,2015,gasoline,290,6,AUTOMATIC,FWD,4,Midsize,SUV,25,18,1439,30150,False,True,False,False,False,False,False,False,False,False,True,2015 Hyundai Santa Fe SUV
5805,Hyundai,Santa Fe,2016,gasoline,290,6,AUTOMATIC,AWD,4,Midsize,SUV,24,18,1439,32150,False,True,False,False,False,False,False,False,False,False,True,2016 Hyundai Santa Fe SUV
5809,Hyundai,Santa Fe,2017,gasoline,290,6,AUTOMATIC,AWD,4,Midsize,SUV,22,17,1439,36700,False,True,False,False,False,False,False,False,False,False,True,2017 Hyundai Santa Fe SUV
5817,Lexus,SC 430,2010,gasoline,288,8,AUTOMATIC,RWD,2,Compact,Convertible,23,16,454,68405,False,False,False,False,False,False,False,True,True,False,True,2010 Lexus SC 430 Convertible
5818,Chrysler,Sebring,2010,gasoline,235,6,AUTOMATIC,FWD,2,Midsize,Convertible,27,16,1013,32710,True,False,False,False,False,False,False,False,False,False,True,2010 Chrysler Sebring Convertible
5819,Chrysler,Sebring,2010,gasoline,173,4,AUTOMATIC,FWD,4,Midsize,Sedan,30,21,1013,22115,False,False,False,False,False,False,False,False,False,False,True,2010 Chrysler Sebring Sedan
5820,Chrysler,Sebring,2010,flex-fuel,186,6,AUTOMATIC,FWD,2,Midsize,Convertible,26,18,1013,29210,False,False,False,False,False,False,False,False,False,False,True,2010 Chrysler Sebring Convertible
5823,Kia,Sedona,2015,gasoline,276,6,AUTOMATIC,FWD,4,Midsize,Minivan,25,18,1720,36300,True,False,False,False,False,False,False,False,False,False,True,2015 Kia Sedona Minivan
5828,Kia,Sedona,2016,gasoline,276,6,AUTOMATIC,FWD,4,Midsize,Minivan,24,18,1720,28500,True,False,False,False,False,False,False,False,False,False,True,2016 Kia Sedona Minivan
5833,Kia,Sedona,2017,gasoline,276,6,AUTOMATIC,FWD,4,Midsize,Minivan,22,17,1720,41900,True,False,False,False,False,False,False,False,False,False,True,2017 Kia Sedona Minivan
5838,Nissan,Sentra,2015,gasoline,130,4,AUTOMATIC,FWD,4,Midsize,Sedan,39,30,2009,20720,True,False,False,False,False,False,False,False,False,True,False,2015 Nissan Sentra Sedan
5844,Nissan,Sentra,2016,gasoline,130,4,AUTOMATIC,FWD,4,Midsize,Sedan,38,29,2009,22170,True,False,False,False,False,False,False,False,False,True,False,2016 Nissan Sentra Sedan
5850,Nissan,Sentra,2017,gasoline,124,4,AUTOMATIC,FWD,4,Midsize,Sedan,37,29,2009,21500,True,False,False,False,False,False,False,False,False,True,False,2017 Nissan Sentra Sedan
5853,Nissan,Sentra,2017,gasoline,130,4,MANUAL,FWD,4,Midsize,Sedan,35,27,2009,16990,True,False,False,False,False,False,False,False,False,True,False,2017 Nissan Sentra Sedan
5857,Toyota,Sequoia,2015,gasoline,381,8,AUTOMATIC,4WD,4,Large,SUV,17,13,2031,64320,True,False,False,False,False,False,False,False,False,False,True,2015 Toyota Sequoia SUV
5866,Toyota,Sequoia,2016,gasoline,381,8,AUTOMATIC,RWD,4,Large,SUV,17,13,2031,61855,True,False,False,False,False,False,False,False,False,False,True,2016 Toyota Sequoia SUV
5875,Toyota,Sequoia,2017,gasoline,381,8,AUTOMATIC,4WD,4,Large,SUV,17,13,2031,48685,True,False,False,False,False,False,False,False,False,False,True,2017 Toyota Sequoia SUV
5884,Ford,Shelby GT350,2015,gasoline,526,8,MANUAL,RWD,2,Midsize,Coupe,21,14,5657,61295,False,False,False,True,False,True,False,False,False,False,True,2015 Ford Shelby GT350 Coupe
5886,Ford,Shelby GT350,2016,gasoline,526,8,MANUAL,RWD,2,Midsize,Coupe,21,15,5657,61295,False,False,False,True,False,True,False,False,False,False,True,2016 Ford Shelby GT350 Coupe
5888,Ford,Shelby GT350,2017,gasoline,526,8,MANUAL,RWD,2,Midsize,Coupe,21,15,5657,61795,False,False,False,True,False,True,False,False,False,False,True,2017 Ford Shelby GT350 Coupe
5890,Ford,Shelby GT500,2012,gasoline,550,8,MANUAL,RWD,2,Midsize,Coupe,23,15,5657,48810,False,False,False,True,False,True,False,False,False,False,True,2012 Ford Shelby GT500 Coupe
5891,Ford,Shelby GT500,2013,gasoline,662,8,MANUAL,RWD,2,Midsize,Convertible,24,15,5657,59200,False,False,False,True,False,True,False,False,False,False,True,2013 Ford Shelby GT500 Convertible
5892,Ford,Shelby GT500,2013,gasoline,662,8,MANUAL,RWD,2,Midsize,Coupe,24,15,5657,54200,False,False,False,True,False,True,False,False,False,False,True,2013 Ford Shelby GT500 Coupe
5893,Ford,Shelby GT500,2014,gasoline,662,8,MANUAL,RWD,2,Midsize,Coupe,24,15,5657,55110,False,False,False,True,False,True,False,False,False,False,True,2014 Ford Shelby GT500 Coupe
5894,Ford,Shelby GT500,2014,gasoline,662,8,MANUAL,RWD,2,Midsize,Convertible,24,15,5657,60110,False,False,False,True,False,True,False,False,False,False,True,2014 Ford Shelby GT500 Convertible
5895,Toyota,Sienna,2015,gasoline,266,6,AUTOMATIC,AWD,4,Large,Minivan,23,16,2031,42880,True,False,False,False,False,False,False,False,False,False,True,2015 Toyota Sienna Minivan
5912,Toyota,Sienna,2016,gasoline,266,6,AUTOMATIC,AWD,4,Large,Minivan,23,16,2031,34180,True,False,False,False,False,False,False,False,False,False,True,2016 Toyota Sienna Minivan
5929,Toyota,Sienna,2017,gasoline,296,6,AUTOMATIC,FWD,4,Large,Minivan,27,19,2031,29750,True,False,False,False,False,False,False,False,False,False,True,2017 Toyota Sienna Minivan
5946,GMC,Sierra 1500 Hybrid,2011,gasoline,332,8,AUTOMATIC,RWD,4,Large,Pickup,23,20,549,45425,False,False,False,False,False,False,True,False,False,False,True,2011 GMC Sierra 1500 Hybrid Pickup
5950,GMC,Sierra 1500 Hybrid,2012,gasoline,332,8,AUTOMATIC,RWD,4,Large,Pickup,23,20,549,46790,False,False,False,False,False,False,True,False,False,False,True,2012 GMC Sierra 1500 Hybrid Pickup
5954,GMC,Sierra 1500 Hybrid,2013,gasoline,332,8,AUTOMATIC,4WD,4,Large,Pickup,23,20,549,51935,False,False,False,False,False,False,True,False,False,False,True,2013 GMC Sierra 1500 Hybrid Pickup
5958,GMC,Sierra 1500,2015,gasoline,355,8,AUTOMATIC,RWD,4,Large,Pickup,23,16,549,43360,True,False,False,False,False,False,False,False,False,False,True,2015 GMC Sierra 1500 Pickup
5959,GMC,Sierra 1500,2015,flex-fuel,285,6,AUTOMATIC,4WD,4,Large,Pickup,22,17,549,38540,False,False,False,False,False,False,False,False,False,False,True,2015 GMC Sierra 1500 Pickup
5988,GMC,Sierra 1500,2016,gasoline,355,8,AUTOMATIC,4WD,4,Large,Pickup,22,16,549,54240,True,False,False,False,False,False,False,False,False,False,True,2016 GMC Sierra 1500 Pickup
5989,GMC,Sierra 1500,2016,flex-fuel,285,6,AUTOMATIC,RWD,4,Large,Pickup,24,18,549,36230,False,False,False,False,False,False,False,False,False,False,True,2016 GMC Sierra 1500 Pickup
6018,GMC,Sierra 1500,2017,gasoline,355,8,AUTOMATIC,RWD,4,Large,Pickup,23,16,549,44840,True,False,False,False,False,False,False,False,False,False,True,2017 GMC Sierra 1500 Pickup
6021,GMC,Sierra 1500,2017,flex-fuel,285,6,AUTOMATIC,RWD,4,Large,Pickup,24,18,549,32230,False,False,False,False,False,False,False,False,False,False,True,2017 GMC Sierra 1500 Pickup
6048,Chevrolet,Silverado 1500 Hybrid,2011,gasoline,332,8,AUTOMATIC,4WD,4,Large,Pickup,23,20,1385,48205,False,False,False,False,False,False,True,False,False,False,True,2011 Chevrolet Silverado 1500 Hybrid Pickup
6052,Chevrolet,Silverado 1500 Hybrid,2012,gasoline,332,8,AUTOMATIC,4WD,4,Large,Pickup,23,20,1385,42840,False,False,False,False,False,False,True,False,False,False,True,2012 Chevrolet Silverado 1500 Hybrid Pickup
6056,Chevrolet,Silverado 1500 Hybrid,2013,gasoline,332,8,AUTOMATIC,4WD,4,Large,Pickup,23,20,1385,51490,False,False,False,False,False,False,True,False,False,False,True,2013 Chevrolet Silverado 1500 Hybrid Pickup
6060,Chevrolet,Silverado 1500,2015,gasoline,355,8,AUTOMATIC,4WD,4,Large,Pickup,22,16,1385,46110,True,False,False,False,False,False,False,False,False,False,True,2015 Chevrolet Silverado 1500 Pickup
6061,Chevrolet,Silverado 1500,2015,flex-fuel,285,6,AUTOMATIC,4WD,4,Large,Pickup,22,17,1385,35920,False,False,False,False,False,False,False,False,False,False,True,2015 Chevrolet Silverado 1500 Pickup
6116,Chevrolet,Silverado 1500,2016,flex-fuel,285,6,AUTOMATIC,RWD,4,Large,Pickup,24,18,1385,35825,False,False,False,False,False,False,False,False,False,False,True,2016 Chevrolet Silverado 1500 Pickup
6117,Chevrolet,Silverado 1500,2016,gasoline,355,8,AUTOMATIC,RWD,4,Large,Pickup,23,16,1385,39685,False,False,False,False,False,False,False,False,False,False,True,2016 Chevrolet Silverado 1500 Pickup
6166,Chevrolet,Silverado 1500,2017,flex-fuel,285,6,AUTOMATIC,RWD,4,Large,Pickup,24,18,1385,36035,False,False,False,False,False,False,False,False,False,False,True,2017 Chevrolet Silverado 1500 Pickup
6168,Chevrolet,Silverado 1500,2017,gasoline,355,8,AUTOMATIC,RWD,4,Large,Pickup,23,16,1385,39230,False,False,False,False,False,False,False,False,False,False,True,2017 Chevrolet Silverado 1500 Pickup
6216,Mercedes-Benz,SL-Class,2015,gasoline,329,6,AUTOMATIC,RWD,2,Compact,Convertible,27,20,617,84000,False,False,False,False,False,True,False,True,False,False,True,2015 Mercedes-Benz SL-Class Convertible
6220,Mercedes-Benz,SL-Class,2016,gasoline,449,8,AUTOMATIC,RWD,2,Compact,Convertible,24,17,617,108050,False,False,False,False,False,True,False,True,False,False,True,2016 Mercedes-Benz SL-Class Convertible
6224,Mercedes-Benz,SL-Class,2017,gasoline,449,8,AUTOMATIC,RWD,2,Compact,Convertible,25,17,617,110800,False,False,False,False,False,True,False,True,False,False,True,2017 Mercedes-Benz SL-Class Convertible
6228,Mercedes-Benz,SLC-Class,2017,gasoline,362,6,AUTOMATIC,RWD,2,Compact,Convertible,29,20,617,60300,False,False,False,True,False,True,False,True,False,False,True,2017 Mercedes-Benz SLC-Class Convertible
6230,Mercedes-Benz,SLK-Class,2014,gasoline,302,6,AUTOMATIC,RWD,2,Compact,Convertible,29,21,617,56225,False,False,False,False,False,True,False,True,False,False,True,2014 Mercedes-Benz SLK-Class Convertible
6232,Mercedes-Benz,SLK-Class,2014,gasoline,201,4,MANUAL,RWD,2,Compact,Convertible,32,22,617,43525,False,False,False,False,False,False,False,True,False,True,False,2014 Mercedes-Benz SLK-Class Convertible
6233,Mercedes-Benz,SLK-Class,2015,gasoline,201,4,MANUAL,RWD,2,Compact,Convertible,32,22,617,43950,False,False,False,False,False,False,False,True,False,True,False,2015 Mercedes-Benz SLK-Class Convertible
6234,Mercedes-Benz,SLK-Class,2015,gasoline,302,6,AUTOMATIC,RWD,2,Compact,Convertible,29,21,617,57650,False,False,False,False,False,True,False,True,False,False,True,2015 Mercedes-Benz SLK-Class Convertible
6236,Mercedes-Benz,SLK-Class,2016,gasoline,302,6,AUTOMATIC,RWD,2,Compact,Convertible,29,21,617,59200,False,False,False,False,False,True,False,True,False,False,True,2016 Mercedes-Benz SLK-Class Convertible
6239,Mercedes-Benz,SLS AMG GT Final Edition,2015,gasoline,583,8,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,19,13,617,221580,False,False,True,True,False,True,False,True,False,False,True,2015 Mercedes-Benz SLS AMG GT Final Edition Coupe
6240,Mercedes-Benz,SLS AMG GT Final Edition,2015,gasoline,583,8,AUTOMATED_MANUAL,RWD,2,Compact,Convertible,19,13,617,228080,False,False,True,True,False,True,False,True,False,False,True,2015 Mercedes-Benz SLS AMG GT Final Edition Convertible
6241,Mercedes-Benz,SLS AMG GT,2013,gasoline,583,8,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,19,13,617,199500,False,False,True,True,False,True,False,True,False,False,True,2013 Mercedes-Benz SLS AMG GT Coupe
6242,Mercedes-Benz,SLS AMG GT,2013,gasoline,583,8,AUTOMATED_MANUAL,RWD,2,Compact,Convertible,19,13,617,206000,False,False,True,True,False,True,False,True,False,False,True,2013 Mercedes-Benz SLS AMG GT Convertible
6243,Mercedes-Benz,SLS AMG GT,2014,gasoline,622,8,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,17,13,617,275000,False,False,True,True,False,True,False,True,False,False,True,2014 Mercedes-Benz SLS AMG GT Coupe
6245,Mercedes-Benz,SLS AMG GT,2014,gasoline,583,8,AUTOMATED_MANUAL,RWD,2,Compact,Convertible,19,13,617,208000,False,False,True,True,False,True,False,True,False,False,True,2014 Mercedes-Benz SLS AMG GT Convertible
6246,Mercedes-Benz,SLS AMG,2011,gasoline,563,8,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,20,14,617,183000,False,False,True,True,False,True,False,True,False,False,True,2011 Mercedes-Benz SLS AMG Coupe
6247,Mercedes-Benz,SLS AMG,2012,gasoline,563,8,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,20,14,617,189600,False,False,True,True,False,True,False,True,False,False,True,2012 Mercedes-Benz SLS AMG Coupe
6248,Mercedes-Benz,SLS AMG,2012,gasoline,563,8,AUTOMATED_MANUAL,RWD,2,Compact,Convertible,20,14,617,196100,False,False,True,True,False,True,False,True,False,False,True,2012 Mercedes-Benz SLS AMG Convertible
6249,Hyundai,Sonata Hybrid,2015,gasoline,199,4,AUTOMATIC,FWD,4,Midsize,Sedan,40,36,1439,26000,False,False,False,False,False,False,True,False,False,True,False,2015 Hyundai Sonata Hybrid Sedan
6251,Hyundai,Sonata Hybrid,2016,gasoline,193,4,AUTOMATIC,FWD,4,Midsize,Sedan,44,40,1439,26000,False,False,False,False,False,False,True,False,False,True,False,2016 Hyundai Sonata Hybrid Sedan
6254,Hyundai,Sonata Hybrid,2017,gasoline,193,4,AUTOMATIC,FWD,4,Midsize,Sedan,45,39,1439,26000,False,False,False,False,False,False,True,False,False,True,False,2017 Hyundai Sonata Hybrid Sedan
6257,Hyundai,Sonata,2015,gasoline,185,4,AUTOMATIC,FWD,4,Midsize,Sedan,35,24,1439,23175,True,False,False,False,False,False,False,False,False,True,False,2015 Hyundai Sonata Sedan
6269,Hyundai,Sonata,2015,gasoline,177,4,AUTOMATED_MANUAL,FWD,4,Midsize,Sedan,38,28,1439,23275,True,False,False,False,False,False,False,False,False,True,False,2015 Hyundai Sonata Sedan
6270,Hyundai,Sonata,2016,gasoline,245,4,AUTOMATIC,FWD,4,Midsize,Sedan,32,23,1439,28925,False,False,False,False,False,False,False,False,True,True,False,2016 Hyundai Sonata Sedan
6277,Hyundai,Sonata,2016,gasoline,178,4,AUTOMATED_MANUAL,FWD,4,Midsize,Sedan,38,28,1439,23725,True,False,False,False,False,False,False,False,False,True,False,2016 Hyundai Sonata Sedan
6281,Hyundai,Sonata,2017,gasoline,185,4,AUTOMATIC,FWD,4,Midsize,Sedan,36,25,1439,21600,True,False,False,False,False,False,False,False,False,True,False,2017 Hyundai Sonata Sedan
6286,Hyundai,Sonata,2017,gasoline,178,4,AUTOMATED_MANUAL,FWD,4,Midsize,Sedan,36,28,1439,23125,True,False,False,False,False,False,False,False,False,True,False,2017 Hyundai Sonata Sedan
6293,Chevrolet,Sonic,2015,gasoline,138,4,AUTOMATIC,FWD,4,Compact,Sedan,35,25,1385,15495,True,False,False,False,False,False,False,False,False,True,False,2015 Chevrolet Sonic Sedan
6294,Chevrolet,Sonic,2015,gasoline,138,4,AUTOMATIC,FWD,4,Compact,Hatchback,33,25,1385,21945,False,False,False,False,True,False,False,False,False,True,False,2015 Chevrolet Sonic Hatchback
6309,Chevrolet,Sonic,2016,gasoline,138,4,MANUAL,FWD,4,Compact,Sedan,35,26,1385,16155,True,False,False,False,False,False,False,False,False,True,False,2016 Chevrolet Sonic Sedan
6311,Chevrolet,Sonic,2016,gasoline,138,4,AUTOMATIC,FWD,4,Compact,Hatchback,35,24,1385,18145,False,False,False,False,True,False,False,False,False,True,False,2016 Chevrolet Sonic Hatchback
6323,Chevrolet,Sonic,2017,gasoline,138,4,AUTOMATIC,FWD,4,Compact,Sedan,34,24,1385,18170,True,False,False,False,False,False,False,False,False,True,False,2017 Chevrolet Sonic Sedan
6324,Chevrolet,Sonic,2017,gasoline,138,4,AUTOMATIC,FWD,4,Compact,Hatchback,36,27,1385,21215,False,False,False,False,True,False,False,False,False,True,False,2017 Chevrolet Sonic Hatchback
6333,Kia,Sorento,2015,gasoline,290,6,AUTOMATIC,AWD,4,Midsize,SUV,24,18,1720,38500,False,True,False,False,False,False,False,False,False,False,True,2015 Kia Sorento SUV
